CFOP;Tipo;Categoria;Descrição Resumida do CFOP;Aplicação;Início da Vigência;Fim da Vigência;Válido para NFe (indNFe);Válido para Serviços de Comunicação (indComunica);Válido para Retenção de ICMS de Transporte (indTransp);Válido para Devolução (indDevol);Válido para Retorno de Mercadorias (indRetor);Válido para Anulação de Valor (indAnula);Válido para Remessa de Mercadorias (indRemes);Válido para Operações com Combustível (indComb);Válido para NFCe;Válido para CTe;Válido para CTe OS
2.652;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.652 - Compra de combustível ou lubrificante p/ comercialização;Compra de combustível ou lubrificante a ser comercializados. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.652;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.652 - Compra de combustível ou lubrificante p/ comercialização;Compra de combustível ou lubrificante a ser comercializados.,(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.653;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.653 - Compra de combustível ou lubrificante por consumidor ou usuário final;Compra de combustível ou lubrificante, a ser consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviço ou por usuário final.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.658;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.658 - Transferência de combustível ou lubrificante p/ industrialização;Entrada de combustível ou lubrificante, recebidos em transferência de outro estabelecimento da mesma empresa, para ser utilizados em processo de industrialização do próprio produto. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.659;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.659 - Transferência de combustível ou lubrificante p/ comercialização;Entrada de combustível ou lubrificante, recebidos em transferência de outro estabelecimento da mesma empresa, para ser comercializados. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.660;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.660 - Devolução de venda de combustível ou lubrificante destinados à industrialização subseqüente;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante destinados à industrialização subseqüente"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.661;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.661 - Devolução de venda de combustível ou lubrificante destinados à comercialização;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante para comercialização"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.662;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.662 - Devolução de venda de combustível ou lubrificante destinados a consumidor ou usuário final;"Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como ""Venda de combustível ou lubrificante por consumidor ou usuário final"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
2.663;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.663 - Entrada de combustível ou lubrificante p/ armazenagem;Entrada de combustível ou lubrificante para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim, com transportador opcional;0-Não;0-Não;0-Não
2.664;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.650 - Entradas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificantes (Acr Ajuste SINIEF 9/2003);2.664 - Retorno de combustível ou lubrificante remetidos p/ armazenagem;Entrada, ainda que simbólica, por retorno de combustível ou lubrificante, remetidos para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;1-Sim, com transportador opcional;0-Não;0-Não;0-Não
2.901;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.901 - Entrada p/ industrialização por encomenda;Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.902;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.902 - Retorno de mercadoria remetida p/ industrialização por encomenda;Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.903;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.903 - Entrada de mercadoria remetida p/ industrialização e não aplicada no referido processo;Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.904;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.904 - Retorno de remessa p/ venda fora do estabelecimento;Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.905;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.905 - Entrada de mercadoria recebida p/ depósito em depósito fechado ou armazém geral;Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.906;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.906 - Retorno de mercadoria remetida p/ depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.907;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.907 - Retorno simbólico de mercadoria remetida p/ depósito fechado ou armazém geral;Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.908;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.908 - Entrada de bem por conta de contrato de comodato;Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.909;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.909 - Retorno de bem remetido por conta de contrato de comodato;Classificam-se neste código as entradas de bens recebidos em devolução apóscumprido o contrato de comodato.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.910;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.910 - Entrada de bonificação, doação ou brinde;Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.911;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.911 - Entrada de amostra grátis;Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.912;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.912 - Entrada de mercadoria ou bem recebido p/ demonstração;Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.913;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.913 - Retorno de mercadoria ou bem remetido p/ demonstração;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.914;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.914 - Retorno de mercadoria ou bem remetido p/ exposição ou feira;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.915;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.915 - Entrada de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.916;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.916 - Retorno de mercadoria ou bem remetido p/ conserto ou reparo;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.917;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.917 - Entrada de mercadoria recebida em consignação mercantil ou industrial;Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.918;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.918 - Devolução de mercadoria remetida em consignação mercantil ou industrial;Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.919;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial;Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.920;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.920 - Entrada de vasilhame ou sacaria;Classificam-se neste código as entradas de vasilhame ou sacaria.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.921;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.921 - Retorno de vasilhame ou sacaria;Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.922;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra p/ recebimento futuro;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
2.923;2.000 - Entrada e/ou Aquisições de Serviços de Outros Estados;2.900 - Outras Entradas De Mercadorias Ou Aquisições De Serviços;2.923 - Entrada de mercadoria recebida do vendedor remetente, em venda à ordem;Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 2.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 2.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
